id,english,russian,domain,scenario,level,priority,phrase_type,family,source_id,source_title,tags
ophc2_4d88a4dd27a9,bilateral corneal melt,двусторонний роговичный melt,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal melt,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_5884dfdbbd13,chronic interface haze,хронический interface haze,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,interface haze,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_f5cdbc545ff5,amniotic membrane graft,трансплантат амниотической мембраны,Cornea & Ocular Surface,core reading,C1,B,management phrase,Procedure,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",management
ophc2_65d03bfbe872,mild stromal infiltrate,лёгкий stromal infiltrate,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,stromal infiltrate,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_ff2650bd23d4,mild corneal ulceration,лёгкий роговичный ulceration,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal ulceration,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_b9b023271c12,persistent corneal melt,персистирующий роговичный melt,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal melt,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_14118bb43a2e,asymmetric corneal melt,asymmetric роговичный melt,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal melt,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_8aa4a8dcaae6,moderate corneal oedema,умеренный роговичный отёк,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal oedema,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,finding;modifier
ophc2_2e9dc32c0526,moderate interface haze,умеренный interface haze,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,interface haze,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_5a853d01d678,severe corneal scarring,тяжёлый роговичный scarring,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal scarring,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_3bc09b9b8176,laser refractive surgery,лазерная рефракционная хирургия,Cornea & Ocular Surface,core reading,C1,B,noun phrase / diagnostic entity,Surgery,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_d9e0b5d156dd,penetrating keratoplasty,сквозная кератопластика,Cornea & Ocular Surface,core reading,C1,B,management phrase,Procedure,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",management
ophc2_d5fba8a1fd1a,focal stromal infiltrate,очаговый stromal infiltrate,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,stromal infiltrate,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_b1daa902d982,acute corneal ulceration,острый роговичный ulceration,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal ulceration,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_b5e38e064838,focal corneal ulceration,очаговый роговичный ulceration,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal ulceration,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_762bac0a8267,chronic corneal thinning,хронический роговичный истончение,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal thinning,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_37c0b340b6a6,recurrent corneal oedema,рецидивирующий роговичный отёк,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal oedema,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_ec326c6aac51,recurrent interface haze,рецидивирующий interface haze,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,interface haze,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_ab99c74d2ea6,persistent corneal oedema,персистирующий роговичный отёк,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal oedema,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_a381955f7919,asymmetric corneal oedema,asymmetric роговичный отёк,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal oedema,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_6885e6abcc37,unilateral interface haze,односторонний interface haze,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,interface haze,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,finding;modifier
ophc2_6bada855e9d5,diffuse stromal infiltrate,диффузный stromal infiltrate,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,stromal infiltrate,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_cbe4f41ccc12,diffuse corneal ulceration,диффузный роговичный ulceration,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal ulceration,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_72c45a172a9d,recurrent corneal thinning,рецидивирующий роговичный истончение,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal thinning,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_c0b9f48ca5a2,acute keratic precipitates,острый keratic precipitates,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,keratic precipitates,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_fdb33f42c068,focal keratic precipitates,очаговый keratic precipitates,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,keratic precipitates,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,finding;modifier
ophc2_e3d080cffc99,mild filamentary keratitis,лёгкий filamentary keratitis,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,filamentary keratitis,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,finding;modifier
ophc2_9086ff8708bd,bilateral corneal scarring,двусторонний роговичный scarring,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal scarring,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_6ab853fef479,moderate stromal infiltrate,умеренный stromal infiltrate,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,stromal infiltrate,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_5e1c0d33437f,unilateral corneal thinning,односторонний роговичный истончение,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal thinning,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,finding;modifier
ophc2_b1f90ba8d8c0,severe keratic precipitates,тяжёлый keratic precipitates,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,keratic precipitates,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_283229bc978d,acute filamentary keratitis,острый filamentary keratitis,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,filamentary keratitis,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_605c304cbe4f,mild conjunctival hyperemia,лёгкий конъюнктивальный hyperemia,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,conjunctival hyperemia,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_57f78817001f,acute tear film instability,острый tear film instability,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,tear film instability,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_60096d5b77cf,bilateral stromal infiltrate,двусторонний stromal infiltrate,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,stromal infiltrate,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_5e924d95fea6,recurrent corneal ulceration,рецидивирующий роговичный ulceration,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal ulceration,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_5edcd8e9e8f8,subclinical corneal thinning,субклинический роговичный истончение,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal thinning,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_3d7c6ea4f71a,diffuse keratic precipitates,диффузный keratic precipitates,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,keratic precipitates,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_9a91c8a10ade,severe endothelial cell loss,тяжёлый endothelial cell потеря,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,endothelial cell loss,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_a418d46be92f,acute conjunctival hyperemia,острый конъюнктивальный hyperemia,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,conjunctival hyperemia,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_808d729c8522,focal conjunctival hyperemia,очаговый конъюнктивальный hyperemia,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,conjunctival hyperemia,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,finding;modifier
ophc2_58f623665dd9,severe tear film instability,тяжёлый tear film instability,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,tear film instability,cornea_kaufman,The Cornea / cornea and ocular surface texts,finding;modifier
ophc2_60d82cbb1aa5,progressive corneal scarring,прогрессирующий роговичный scarring,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal scarring,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_5ce9aa84a8b5,subclinical corneal scarring,субклинический роговичный scarring,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal scarring,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_a045ee5b6757,persistent stromal infiltrate,персистирующий stromal infiltrate,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,stromal infiltrate,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_5dbbfd3ac2d0,unilateral stromal infiltrate,односторонний stromal infiltrate,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,stromal infiltrate,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,finding;modifier
ophc2_e6993e6fd9b5,persistent corneal ulceration,персистирующий роговичный ulceration,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal ulceration,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
ophc2_211ffa31cbc4,unilateral corneal ulceration,односторонний роговичный ulceration,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,corneal ulceration,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,finding;modifier
ophc2_9f270d05c32b,acute Descemet membrane folds,острый Descemet membrane folds,Cornea & Ocular Surface,clinical description,C1,B,modified noun phrase,Descemet membrane folds,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",finding;modifier
